Nº Hogares;EDAD DUEÑA DE CASA;N°INDIVIDUOS;GSE;GSE1;PADRES;CANTIDAD DE HIJOS;OTRO PARIENTE;HOMBRES EN EL HOGAR;MUJERES EN EL HOGAR;ESTADO CIVIL;NIVEL EDUC.JEFE DE HOGAR;Vivienda;Servicios Básicos;telecomunicaciones ;transporte;salud;educación;recreación y cultura;Alimentación;Vestuario y Calzado;Otros;articulos de belleza;articulos de aseo (Personal y del Hogar);ARRIENDO;DIVIDENDO;GASTOSCOMUNES;AGUA;ELECTRICIDAD;GAS;CALEFACCION;COMPRAARTEFACTOSCALEFACCIONESTUFASETC;TELEFONOFIJO;INTERNET;TVCABLE;TRANSPORTE_FURGON ESCOLAR;COMBUSTIBLE_LIQUIDO_GAS;SALUD MEDICA EN GENERAL;SALUD DENTAL EN GENERAL;MEDICAMENTOS                                                                                                                                                                 (AUTOMEDICACION Y PRESCRIPCION MEDICA;EDUCACION                                                                                                                                                                               (MATRICULA Y ARANCEL PRE BASICA);EDUCACION   (MATRICULA Y ARANCEL  BASICA);EDUCACION (MATRICULA Y ARANCEL MEDIA);EDUCACION                                                                                                                                                                                    (MATRICULA Y ARANCEL SUPERIOR);MANTENIMIENTO Y REPARACION DE                                                                                                                                      INFRAESTRUCTURA DOMICILIARIA;BIENES DURABLES                                                                                                                                (MUEBLES,ELECTRODOMESTICOS,ETC);SERVICIO DOMESTICO;DECORACION HOGAR;ARTICULOS DE BEBE;ARTICULOS DE NIÑOS;TELEFONO MOVIL;TRANSPORTE (LOCOMOCION COLECTIVA);RECREACION Y CULTURA;HOBBIES;ALMUERZO DIARIO FUERA DEL HOGAR;VESTUARIO Y CALZADO DE VESTIR;ZAPATILLAS;ARTICULOS DE BELLEZA;ASEO HOGAR;BEBESTIBLES CALIENTES;BEBESTIBLES FRIOS;ALIMENTOS NO PERECIBLES;ALIMENTOS PERECIBLES;CUIDADO PERSONAL
187;49;4;C3;MEDIO;AMBOS;2;0;2;2;CASADO;MEDIA INCOMPLETA;0;99.200;109.090;145.000;0;130.000;7.000;79.122;0;10.000;0;13.334;;;;13.000;25.000;22.200;39.000;;16.000;18.000;18.000;;100.000;;;;;;;130.000;;;;;10.000;;57.090;45.000;;7.000;10.000;;;;;9.421;7.921;18.752;33.028;13.334
188;81;3;C1;ALTO;AMBOS;1;0;1;2;CASADO;UNIVERSITARIA COMPLETA;0;58.144;42.714;40.000;15.000;0;0;126.656;0;0;4.000;28.440;;;;16.300;16.050;13.794;12.000;;18.177;3.383;12.154;;30.000;5.000;;10.000;;;;;;;;;;;9.000;10.000;;;;;;4.000;7.331;15.582;20.325;29.329;61.420;21.109
189;85;2;C1;ALTO;SOLO MADRE;0;0;0;2;SOLTERO;UNIVERSITARIA COMPLETA;10.000;207.000;75.000;40.000;200.000;0;0;88.845;25.000;200.000;28.000;24.087;;;;25.000;35.000;40.000;107.000;;25.000;20.000;10.000;;40.000;50.000;100.000;50.000;;;;;10.000;;200.000;;;;20.000;;;;;25.000;;28.000;6.597;6.298;16.144;9.335;57.068;17.490
190;43;6;E;BAJO;AMBOS;3;0;4;2;CASADO;BASICA INCOMPLETA;0;77.000;47.000;60.000;0;0;0;127.504;0;0;0;13.569;;;;15.000;30.000;32.000;;;15.000;15.000;;;10.000;;;;;;;;;;;;;;17.000;50.000;;;;;;;3.300;3.898;27.621;34.099;61.886;10.269
191;74;2;D;BAJO;AMBOS;0;0;1;1;CASADO;BASICA INCOMPLETA;0;68.000;15.500;7.000;4.800;0;0;16.762;0;0;0;7.444;;;;12.000;45.000;11.000;;;8.500;;;;;;;4.800;;;;;;;;;;;7.000;7.000;;;;;;;1.865;600;1.750;6.988;7.424;5.579
192;31;4;D;BAJO;AMBOS;2;0;1;3;CASADO;MEDIA COMPLETA;120.000;46.000;9.000;43.000;0;32.900;25.000;110.051;0;0;5.000;32.065;100.000;;;8.000;16.000;22.000;;;5.000;;;;40.000;;;;;7.900;25.000;;20.000;;;;;;4.000;3.000;25.000;;20.000;;;5.000;16.889;1.990;10.173;38.223;39.665;15.176
193;26;3;D;BAJO;AMBOS;1;0;1;2;CASADO;MEDIA INCOMPLETA;50.000;55.000;28.220;20.000;0;0;23.000;32.770;0;0;0;18.100;50.000;;;10.000;15.000;20.000;10.000;;;13.220;;;;;;;;;;;;;;;;;15.000;20.000;20.000;3.000;;;;;4.518;1.094;7.612;10.951;13.113;13.582
194;39;4;E;BAJO;SOLO MADRE;3;0;3;1;SEPARADO;MEDIA INCOMPLETA;7.000;95.000;39.000;5.000;14.000;0;0;86.191;110.000;13.000;22.000;18.250;;;;70.000;;15.000;10.000;;;;24.000;;;8.000;;6.000;;;;;7.000;;;3.000;;10.000;15.000;5.000;;;45.000;50.000;60.000;22.000;3.820;990;11.486;9.140;19.575;14.430
195;45;4;C1;ALTO;AMBOS;2;0;2;2;CASADO;UNIVERSITARIA COMPLETA;286.000;100.000;14.000;60.000;180.000;60.000;20.000;199.128;0;160.000;10.000;23.059;;280.000;6.000;25.000;20.000;40.000;15.000;;;;;;40.000;;150.000;30.000;;60.000;;;;;;;;160.000;14.000;20.000;20.000;;60.000;;;10.000;8.300;5.560;19.842;23.575;90.151;14.759
196;38;5;C2;MEDIO;AMBOS;2;0;3;2;CASADO;MEDIA COMPLETA;337.000;132.000;158.000;45.000;0;20.000;29.000;127.233;0;0;0;13.078;;320.000;17.000;30.000;40.000;50.000;12.000;;26.000;26.000;26.000;;40.000;;;;;;;20.000;;;;;;;80.000;5.000;24.000;5.000;;;;;10.190;;43.996;20.072;63.165;2.888
197;44;4;C2;MEDIO;AMBOS;2;0;3;1;CASADO;UNIVERSITARIA COMPLETA;170.000;143.000;130.000;122.000;120.000;139.000;200.000;148.207;40.000;0;70.000;7.031;;170.000;;25.000;25.000;60.000;33.000;;20.000;20.000;20.000;22.000;60.000;60.000;;60.000;;64.000;75.000;;;;;;;;70.000;40.000;200.000;;60.000;40.000;;70.000;;;2.866;22.788;62.553;7.031
198;44;4;E;BAJO;AMBOS;2;0;1;3;CASADO;MEDIA COMPLETA;0;73.000;49.000;30.000;0;0;15.000;86.541;22.000;0;55.000;26.821;;;;23.000;15.000;25.000;10.000;;14.500;14.500;;;;;;;;;;;;;;;;;20.000;30.000;15.000;;10.000;22.000;;55.000;17.049;4.736;5.554;40.425;25.826;9.772
199;68;3;C3;MEDIO;AMBOS;1;0;1;2;CASADO;BASICA COMPLETA;0;47.800;49.000;50.000;115.000;0;0;50.378;52.000;74.000;5.000;17.711;;;;5.800;15.000;21.000;6.000;74.000;17.000;13.000;13.000;;50.000;55.000;;60.000;;;;;;;;;;;6.000;;;;;52.000;;5.000;9.665;3.586;;15.830;30.962;8.046
200;67;3;D;BAJO;AMBOS;1;0;2;1;CASADO;BASICA INCOMPLETA;0;83.150;4.500;5.000;0;0;0;66.508;32.000;0;10.000;26.565;;;;11.750;21.500;22.900;27.000;;;;;;;;;;;;;;;;;;;;4.500;5.000;;;;32.000;;10.000;5.556;;5.659;19.076;41.773;21.009
201;29;3;C3;MEDIO;AMBOS;1;0;2;1;CASADO;MEDIA COMPLETA;75.000;40.500;57.000;3.000;13.000;0;0;14.589;30.000;0;0;1.000;75.000;;;5.550;8.550;13.200;13.200;;;14.000;21.000;;;13.000;;;;;;;;;;;;;22.000;3.000;;;;30.000;;;;2.000;4.589;;8.000;1.000
202;41;4;C3;MEDIO;AMBOS;2;0;3;1;CASADO;BASICA COMPLETA;169.000;82.000;78.000;42.000;0;0;0;118.972;0;0;0;73.131;;169.000;;18.000;15.000;25.000;24.000;;14.000;14.000;;;42.000;;;;;;;;;;;;;;50.000;;;;;;;;20.291;5.006;14.629;45.431;53.906;52.840
203;51;4;C3;MEDIO;AMBOS;1;0;2;2;CASADO;MEDIA INCOMPLETA;0;67.500;47.900;14.000;4.000;0;0;41.051;0;0;8.000;10.761;;;;10.100;25.400;12.000;20.000;;10.300;10.300;10.300;;10.000;;;4.000;;;;;;;;;;;17.000;4.000;;;;;;8.000;6.511;;7.000;13.854;20.197;4.250
204;75;2;D;BAJO;AMBOS;0;0;1;1;CASADO;SIN INSTRUCCIÓN ESCOLAR;20.000;61.850;29.000;0;30.000;0;0;26.783;0;0;0;18.680;;;;7.050;8.900;21.900;24.000;;24.000;;;;;;30.000;;;;;;20.000;;;;;;5.000;;;;;;;;8.220;1.450;434;18.039;6.860;10.460
205;66;7;C3;MEDIO;AMBOS;2;3;3;4;CASADO;BASICA INCOMPLETA;0;71.500;35.000;45.000;38.000;0;0;97.316;0;18.000;0;11.302;;;;10.000;20.500;26.000;15.000;;13.500;13.500;;;20.000;;20.000;18.000;;;;;;;;;18.000;;8.000;25.000;;;40.000;;;;890;689;3.484;16.901;36.242;10.412
206;55;6;D;BAJO;AMBOS;1;2;3;3;CASADO;MEDIA INCOMPLETA;0;70.000;54.000;20.000;85.000;1.000;0;78.821;0;0;0;9.230;;;;16.000;19.000;23.000;12.000;;19.500;19.500;;;20.000;35.000;;50.000;1.000;;;;;;;;;;15.000;;;;;;;;2.000;11.399;4.250;28.997;34.175;7.230
207;42;6;D;BAJO;AMBOS;4;0;4;2;CASADO;TECNICA INDUSTRIAL O COMERCIAL COMPLETA;0;60.970;20.000;10.000;24.000;10.000;0;44.775;0;22.000;0;11.597;;;;5.800;29.370;19.000;6.800;;18.000;;;;5.000;10.000;;14.000;;;10.000;;;;;;10.000;12.000;2.000;5.000;;;;;;;;;3.290;6.771;34.714;11.597
208;29;3;D;BAJO;AMBOS;1;0;2;1;CASADO;MEDIA INCOMPLETA;35.000;85.000;10.000;0;13.000;0;0;44.716;15.000;0;990;3.534;35.000;;;9.000;9.000;15.000;52.000;;;;;;;;;13.000;;;;;;;;;;;10.000;;;;;;15.000;990;489;530;7.546;16.115;20.525;3.045
209;57;4;D;BAJO;AMBOS;1;1;2;2;CONVIVIENTE;MEDIA INCOMPLETA;116.000;56.000;43.000;0;6.000;0;0;71.816;8.000;19.900;0;7.764;80.000;;;11.000;25.000;;20.000;;13.500;13.500;;;;;;6.000;;;;;36.000;2.900;;;15.000;2.000;16.000;;;;10.000;8.000;;;2.844;1.340;14.650;23.194;22.632;4.920
210;50;6;D;BAJO;SOLO PADRE;1;4;3;3;CASADO;BASICA INCOMPLETA;0;68.500;91.000;0;56.000;0;0;33.280;25.000;180.000;35.000;23.035;;;;14.500;18.000;30.000;6.000;;5.000;22.000;20.000;;;;;56.000;;;;;;180.000;;;;;44.000;;;;;;25.000;35.000;15.745;;5.869;6.041;21.370;7.290
211;28;4;D;BAJO;AMBOS;2;0;1;3;CASADO;TECNICA INCOMPLETA DE EDUCACION SUPERIOR;95.000;58.000;10.000;20.000;0;0;0;40.917;0;5.000;0;10.248;70.000;;25.000;17.000;21.000;20.000;;;;;;15.000;;;;;;;;;;;;5.000;;;10.000;5.000;;;;;;;;;2.672;18.605;19.640;10.248
212;46;4;D;BAJO;SOLO MADRE;3;0;3;1;SOLTERO;BASICA COMPLETA;0;78.000;48.900;5.000;0;500;3.000;81.905;65.000;5.000;0;24.667;;;;20.000;20.000;14.000;24.000;;12.300;12.300;12.300;;;;;;;500;;;;;;5.000;;;12.000;5.000;2.000;1.000;;40.000;25.000;;16.852;6.538;5.984;17.454;51.929;7.815
213;38;4;C3;MEDIO;AMBOS;2;0;2;2;CASADO;TECNICA INDUSTRIAL O COMERCIAL INCOMPLETA;100.000;86.900;63.500;22.000;0;60.000;0;88.939;38.000;25.000;0;34.829;;100.000;;14.000;24.000;28.900;20.000;;12.000;13.000;13.500;;;;;;;14.000;46.000;;;;;;;25.000;25.000;22.000;;;30.000;6.000;32.000;;23.343;325;1.992;6.463;50.159;11.486
214;37;4;C3;MEDIO;AMBOS;2;0;1;3;CASADO;MEDIA COMPLETA;0;92.500;47.000;124.000;43.000;270.000;10.000;88.372;70.000;0;10.000;12.804;;;;22.000;17.500;23.000;30.000;;;;;;70.000;;43.000;;;;30.000;240.000;;;;;;;47.000;54.000;10.000;;20.000;70.000;;10.000;;1.258;7.112;17.863;42.139;12.804
215;39;5;C3;MEDIO;SOLO PADRE;2;2;3;2;VIUDO;TECNICA INDUSTRIAL O COMERCIAL COMPLETA;0;72.000;40.000;60.000;85.000;0;0;74.055;0;0;0;24.024;;;;20.000;17.000;35.000;;;17.000;17.000;;;;50.000;;35.000;;;;;;;;;;;6.000;60.000;;;;;;;5.784;1.290;1.632;36.262;34.871;18.240
216;58;6;D;BAJO;AMBOS;2;2;1;5;CASADO;BASICA INCOMPLETA;0;166.000;70.500;165.000;5.000;500;0;94.661;0;10.000;0;20.694;;;;18.000;25.000;48.000;75.000;;17.000;17.000;;30.000;100.000;;;5.000;;500;;;;;;;;10.000;36.500;35.000;;;;;;;8.848;5.075;13.456;15.869;60.261;11.846
217;31;4;D;BAJO;AMBOS;2;0;2;2;CASADO;MEDIA INCOMPLETA;95.000;39.300;8.000;42.000;0;13.000;0;54.741;0;45.000;0;8.650;95.000;;;12.000;11.500;15.800;;;;;;40.000;;;;;;13.000;;;;;;;;45.000;8.000;2.000;;;;;;;1.649;2.698;2.841;11.991;37.211;7.001
218;24;4;C3;MEDIO;AMBOS;2;0;1;3;CASADO;TECNICA INDUSTRIAL O COMERCIAL COMPLETA;228.000;46.000;41.630;75.000;4.000;0;0;31.569;0;10.000;0;40.924;;116.000;;9.000;15.000;11.000;11.000;;6.630;20.000;;15.000;40.000;;;4.000;;;;;112.000;;;;10.000;;15.000;20.000;;;;;;;20.626;3.438;894;9.831;17.406;20.298
219;32;5;C3;MEDIO;AMBOS;2;1;2;3;CASADO;MEDIA COMPLETA;0;63.500;57.000;30.000;0;0;0;91.275;0;20.000;10.000;27.854;;;;15.000;25.000;15.000;8.500;;20.000;;20.000;;;;;;;;;;;;;;;20.000;17.000;30.000;;;50.000;;;10.000;17.124;3.534;8.402;10.644;18.695;10.730
220;30;3;C3;MEDIO;AMBOS;1;0;2;1;CASADO;UNIVERSITARIA COMPLETA;150.000;28.500;5.000;50.000;0;0;0;19.849;0;35.000;5.000;5.210;;150.000;;10.000;10.000;;8.500;;;;;;30.000;;;;;;;;;;;;30.000;5.000;5.000;20.000;;;;;;5.000;5.210;3.309;910;6.960;8.670;
221;38;5;C3;MEDIO;AMBOS;2;0;2;3;CASADO;MEDIA COMPLETA;0;50.000;50.000;0;0;0;0;27.110;0;0;10.000;5.914;;;;25.000;10.000;15.000;;;;10.000;10.000;;;;;;;;;;;;;;;;30.000;;;;;;;10.000;4.154;1.636;;5.220;20.254;1.760
222;69;3;C2;MEDIO;AMBOS;0;1;2;1;CASADO;MEDIA INCOMPLETA;0;60.000;10.000;20.000;0;0;0;48.508;0;0;5.000;9.820;;;;20.000;15.000;15.000;10.000;;;;;;;;;;;;;;;;;;;;10.000;20.000;;;5.000;;;5.000;6.829;8.148;3.194;17.039;15.127;2.991
223;42;5;C1;ALTO;AMBOS;3;0;3;2;CASADO;MEDIA COMPLETA;250.000;65.500;40.000;50.000;40.000;0;0;39.079;0;0;0;7.847;;250.000;;10.000;17.000;30.000;8.500;;10.000;;;;50.000;10.000;;30.000;;;;;;;;;;;30.000;;;;;;;;1.936;;2.208;16.767;20.104;5.911
224;34;4;C1;ALTO;AMBOS;2;0;2;2;CASADO;UNIVERSITARIA COMPLETA;220.000;165.000;60.000;200.000;160.000;90.000;0;62.040;0;230.000;0;33.989;200.000;;;35.000;40.000;40.000;50.000;;;10.000;;;200.000;80.000;;80.000;90.000;;;;20.000;;220.000;;;10.000;50.000;;;;;;;;19.273;;2.040;18.803;41.197;14.716
225;63;2;C2;MEDIO;SOLO MADRE;1;0;0;2;SEPARADO;TECNICA COMPLETA DE EDUCACION SUPERIOR;0;127.000;73.800;30.000;39.000;0;0;91.265;0;20.000;0;15.190;;;;30.000;50.000;17.000;30.000;;18.000;18.000;18.000;;30.000;1.000;;38.000;;;;;;;20.000;;;;19.800;;;;;;;;1.730;3.932;1.215;55.034;31.084;13.460
226;72;3;C3;MEDIO;SOLO MADRE;0;1;1;2;SOLTERO;TECNICA COMPLETA DE EDUCACION SUPERIOR;0;65.800;37.400;65.000;0;0;0;44.884;24.000;69.000;10.000;14.575;;;;10.000;11.000;38.000;6.800;;;;18.700;;;;;;;;;;;69.000;;;;;18.700;65.000;;;;24.000;;10.000;2.391;;3.147;14.070;27.667;12.184
227;49;6;C2;MEDIO;SOLO MADRE;2;3;3;3;VIUDO;BASICA INCOMPLETA;0;149.000;46.000;43.000;25.000;39.000;10.000;167.116;4.000;13.800;10.000;40.074;;;;35.000;44.000;45.000;25.000;;12.500;12.500;12.500;23.000;;;15.000;10.000;;39.000;;;;13.800;;;;;8.500;20.000;10.000;;10.000;;4.000;10.000;10.258;3.199;15.865;50.104;87.948;29.816
228;65;2;C3;MEDIO;SOLO MADRE;0;0;0;2;SOLTERO;TECNICA INDUSTRIAL O COMERCIAL COMPLETA;0;63.000;70.000;40.000;7.000;80.000;0;69.141;20.000;0;12.000;7.224;;;;10.000;27.000;26.000;;;15.000;15.000;15.000;;;;;7.000;;;;80.000;;;;;;;25.000;40.000;;;;20.000;;12.000;2.492;4.801;3.925;31.525;28.890;4.732
229;47;7;D;BAJO;AMBOS;3;2;4;3;CASADO;BASICA COMPLETA;0;93.000;23.700;20.000;0;10.000;0;92.968;110.000;20.000;0;9.225;;;;24.000;31.500;22.500;15.000;;;;;;;;;;;10.000;;;;;;;20.000;;23.700;20.000;;;;40.000;70.000;;2.778;7.916;22.680;13.063;49.309;6.447
230;38;3;C3;MEDIO;SOLO MADRE;2;0;2;1;SEPARADO;TECNICA INCOMPLETA DE EDUCACION SUPERIOR;118.000;67.400;37.999;35.000;150.000;200.000;0;48.760;119.000;99.000;17.000;35.671;88.000;;10.000;5.400;17.000;15.000;30.000;;8.333;8.333;8.333;;;;120.000;30.000;;;;200.000;20.000;60.000;;5.000;20.000;14.000;13.000;35.000;;;10.000;60.000;59.000;17.000;4.871;2.318;9.459;7.731;19.252;30.800
231;49;6;C1;ALTO;AMBOS;1;3;2;4;CASADO;TECNICA INDUSTRIAL O COMERCIAL COMPLETA;100.000;312.000;181.000;355.000;165.000;2.131.000;15.000;344.872;100.000;393.000;40.000;39.924;;;;80.000;60.000;60.000;112.000;;55.000;15.000;15.000;;295.000;15.000;;150.000;;;420.000;1.711.000;100.000;;205.000;180.000;8.000;;96.000;60.000;15.000;;88.000;100.000;;40.000;9.602;22.971;45.464;45.764;142.673;30.322
232;46;3;C1;ALTO;SOLO MADRE;1;1;0;3;VIUDO;UNIVERSITARIA COMPLETA;258.000;112.000;85.000;80.000;40.000;448.000;15.000;65.625;20.000;40.000;20.000;12.779;200.000;;58.000;18.000;25.000;34.000;35.000;;15.000;15.000;15.000;;60.000;10.000;;30.000;;;;448.000;;;40.000;;;;40.000;20.000;15.000;;;20.000;;20.000;1.774;1.989;8.480;16.670;38.486;11.005
233;76;4;C3;MEDIO;AMBOS;2;0;2;2;CASADO;TECNICA INDUSTRIAL O COMERCIAL COMPLETA;0;120.900;90.000;90.000;25.000;0;0;178.946;49.900;300.000;10.000;37.657;;;;25.000;34.000;33.900;28.000;280.000;15.000;15.000;15.000;;40.000;;;25.000;;;;;;20.000;;;;;45.000;50.000;;;;49.900;;10.000;5.451;15.576;47.360;35.011;80.999;32.206
234;72;2;C2;MEDIO;AMBOS;0;0;1;1;CASADO;UNIVERSITARIA COMPLETA;70.000;147.000;59.599;20.000;106.000;0;0;137.018;0;20.000;0;16.469;;;20.000;16.000;26.000;45.000;60.000;;15.333;15.333;15.333;;;;96.000;10.000;;;;;50.000;;;;;20.000;13.600;20.000;;;18.000;;;;10.358;6.985;8.388;51.513;52.132;6.111
235;62;1;C1;ALTO;SOLO MADRE;0;0;0;1;SEPARADO;TECNICA COMPLETA DE EDUCACION SUPERIOR;68.000;147.000;84.000;110.000;156.000;270.000;25.000;47.791;40.000;30.000;20.000;4.643;;;68.000;13.000;38.000;36.000;60.000;;14.000;14.000;14.000;;80.000;100.000;50.000;6.000;;;;270.000;;;30.000;;;;42.000;30.000;25.000;;;40.000;;20.000;580;1.299;5.525;7.074;33.893;4.063
236;48;6;C3;MEDIO;AMBOS;3;1;3;3;CASADO;MEDIA INCOMPLETA;0;113.700;48.999;50.000;0;136.000;0;86.303;0;24.000;0;17.664;;;;16.800;23.500;23.000;50.400;;11.333;11.333;11.333;;40.000;;;;;16.000;120.000;;;;;;24.000;;15.000;10.000;;;15.000;;;;10.843;799;23.105;13.131;34.268;6.821
237;75;2;C1;ALTO;AMBOS;0;0;1;1;CASADO;TECNICA COMPLETA DE EDUCACION SUPERIOR;80.000;75.100;69.666;50.000;73.000;0;0;41.326;0;60.000;10.000;13.428;;;80.000;;21.000;27.050;27.050;;23.222;23.222;23.222;;50.000;3.000;;70.000;;;;;;;60.000;;;;;;;;;;;10.000;5.482;;2.684;17.553;21.089;7.946
238;52;3;D;BAJO;AMBOS;1;0;2;1;CASADO;MEDIA INCOMPLETA;90.000;57.710;10.000;5.000;0;10.000;0;95.993;0;0;0;29.997;;90.000;;10.500;17.210;30.000;;;5.000;;;;;;;;;10.000;;;;;;;;;5.000;5.000;;;;;;;10.556;5.184;28.900;20.552;41.357;19.441
239;37;5;E;BAJO;AMBOS;3;0;1;4;CONVIVIENTE;MEDIA COMPLETA;0;48.780;48.000;50.000;9.550;0;0;73.371;0;45.000;0;30.440;;;;6.200;13.580;14.000;15.000;;18.000;;;;;;;9.550;;;;;;;;;45.000;;30.000;50.000;;;;;;;8.688;2.400;5.416;14.755;50.800;21.752
240;51;6;D;BAJO;AMBOS;3;1;1;5;CASADO;BASICA INCOMPLETA;0;50.890;47.000;30.000;0;0;0;74.130;0;24.000;0;22.683;;;;7.490;18.500;14.900;10.000;;10.000;11.000;11.000;;15.000;;;;;;;;;24.000;;;;;15.000;15.000;;;;;;;8.708;4.059;18.550;10.883;40.638;13.975
241;49;3;D;BAJO;AMBOS;1;0;2;1;CASADO;MEDIA INCOMPLETA;145.000;63.450;43.890;65.000;15.800;0;15.000;77.990;35.000;29.100;10.000;36.237;;;;7.250;14.400;26.800;15.000;;12.450;;12.450;;30.000;;;15.800;;;;;145.000;29.100;;;;;18.990;35.000;15.000;;;35.000;;10.000;13.355;4.340;16.479;18.282;38.889;22.882
242;79;4;D;BAJO;SOLO MADRE;1;2;2;2;VIUDO;BASICA INCOMPLETA;0;74.000;4.000;5.000;30.000;0;0;75.672;0;37.000;0;28.728;;;;12.000;25.000;37.000;;;;;;;;;;30.000;;;;;;;;;25.000;12.000;4.000;5.000;;;;;;;9.136;5.590;15.752;19.921;34.409;19.592
243;43;4;C2;MEDIO;SOLO PADRE;2;1;1;3;VIUDO;TECNICA INDUSTRIAL O COMERCIAL COMPLETA;0;81.000;51.000;65.000;221.000;65.000;10.000;135.661;0;0;15.000;36.952;;;;18.000;21.000;28.000;14.000;;17.000;;;;;21.000;200.000;;;30.000;;35.000;;;;;;;34.000;65.000;10.000;;;;;15.000;13.091;7.771;12.131;41.441;74.318;23.861
244;69;1;C3;MEDIO;SOLO MADRE;0;0;0;1;VIUDO;MEDIA INCOMPLETA;0;36.850;23.100;5.000;10.000;0;0;40.727;36.000;0;6.000;26.947;;;;4.950;8.900;14.500;8.500;;18.000;;;;;;;10.000;;;;;;;;;;;5.100;5.000;;;;36.000;;6.000;3.180;7.494;826;17.049;15.358;23.767
245;50;3;C3;MEDIO;AMBOS;1;0;1;2;CASADO;TECNICA INDUSTRIAL O COMERCIAL COMPLETA;0;71.800;80.000;35.000;16.000;17.000;0;62.941;0;0;0;25.239;;;;11.000;17.800;28.000;15.000;;15.000;17.000;17.000;;;;;16.000;;17.000;;;;;;;;;31.000;35.000;;;;;;;9.852;2.598;6.558;25.865;27.920;15.387
246;50;4;D;BAJO;AMBOS;2;0;2;2;CASADO;MEDIA INCOMPLETA;0;58.500;34.000;62.000;15.000;136.700;0;80.567;70.000;39.000;0;16.828;;;;7.900;18.600;22.000;10.000;;;20.000;;;;;;15.000;;;12.700;124.000;;39.000;;;;;14.000;62.000;;;;30.000;40.000;;935;1.050;10.455;13.417;55.645;15.893
247;43;5;C1;ALTO;AMBOS;3;0;1;4;CASADO;TECNICA COMPLETA DE EDUCACION SUPERIOR;10.000;127.000;85.000;120.000;10.000;45.000;0;128.491;0;0;1.500;28.785;;;10.000;19.000;28.000;40.000;40.000;;;18.000;17.000;;80.000;;;10.000;;;45.000;;;;;;;;50.000;40.000;;;;;;1.500;9.878;5.077;18.338;12.248;92.828;18.907
248;49;4;C1;ALTO;AMBOS;2;0;2;2;CASADO;UNIVERSITARIA COMPLETA;12.000;92.900;74.890;105.000;193.125;164.000;0;142.518;0;0;25.000;55.155;;;12.000;25.000;23.000;30.000;14.900;;12.445;12.445;;;60.000;40.000;50.000;103.125;;;;164.000;;;;;;;50.000;45.000;;;;;;25.000;7.387;3.649;27.679;50.239;60.951;47.768
249;52;5;D;BAJO;AMBOS;3;0;4;1;CASADO;MEDIA COMPLETA;0;83.500;60.000;50.000;190.000;17.000;0;98.270;60.000;0;0;24.035;;;;13.500;12.000;28.000;30.000;;;;;;;130.000;;60.000;10.000;;7.000;;;;;;;;60.000;50.000;;;;60.000;;;12.226;4.433;14.970;24.952;53.915;11.809
250;45;6;C3;MEDIO;AMBOS;4;0;4;2;CASADO;TECNICA COMPLETA DE EDUCACION SUPERIOR;60.000;88.900;64.000;70.000;0;0;15.000;249.880;0;188.000;0;33.964;;;;20.400;24.000;32.000;12.500;;7.000;15.000;15.000;;;;;;;;;;60.000;188.000;;;;;27.000;70.000;15.000;;60.000;;;;13.654;2.395;17.199;40.914;129.372;20.310
251;62;2;C3;MEDIO;AMBOS;0;0;1;1;CASADO;MEDIA COMPLETA;0;48.787;68.790;10.000;0;0;0;40.089;0;0;1.990;33.583;;;;9.500;12.600;17.187;9.500;;13.800;;18.000;;;;;;;;;;;;;;;;36.990;10.000;;;;;;1.990;12.751;2.625;3.398;14.026;20.040;20.832
252;55;2;D;BAJO;SOLO MADRE;1;0;0;2;VIUDO;BASICA INCOMPLETA;0;38.900;2.000;6.000;0;16.000;0;47.027;38.000;0;1.000;16.564;;;;12.900;14.500;11.500;;;;;;;;;;;;;16.000;;;;;;;;2.000;6.000;;;;38.000;;1.000;4.805;;8.274;9.261;29.492;11.759
253;54;2;C2;MEDIO;AMBOS;0;0;1;1;CASADO;MEDIA COMPLETA;0;88.500;58.000;40.000;60.000;0;0;98.493;25.000;0;12.000;30.344;;;;8.500;35.000;25.000;20.000;;21.000;12.000;14.000;;30.000;50.000;;10.000;;;;;;;;;;;11.000;10.000;;;10.000;25.000;;12.000;14.019;769;22.432;25.374;39.918;16.325
254;54;3;C2;MEDIO;AMBOS;1;0;2;1;CASADO;UNIVERSITARIA COMPLETA;218.000;140.000;98.000;120.000;45.500;240.000;0;77.332;0;0;0;34.217;;180.000;;42.000;35.000;45.000;18.000;;22.000;25.000;25.000;;120.000;15.500;;30.000;;;;240.000;38.000;;;;;;26.000;;;;;;;;2.435;4.314;6.312;28.691;38.015;31.782
255;27;3;C3;MEDIO;AMBOS;1;0;1;2;CASADO;TECNICA INDUSTRIAL O COMERCIAL COMPLETA;140.000;65.900;40.000;20.000;20.000;30.000;30.000;112.964;40.000;0;0;36.170;135.000;;;15.000;30.900;12.000;8.000;;30.000;;;;;20.000;;;30.000;;;;5.000;;;;;;10.000;20.000;30.000;;40.000;40.000;;;10.856;8.079;17.162;9.605;38.118;25.314
